date,PM25,HMS_Smoke,Background_PM25,Month,Month Number,Year,Fire_Season
2006-03-18,17.61315247344363,0.0,8.810803792326894,March,3,2006,False
2006-03-19,10.856776448449168,0.0,8.810803792326894,March,3,2006,False
2006-03-20,9.081135800912314,0.0,8.810803792326894,March,3,2006,False
2006-03-21,11.287198598284487,0.0,8.810803792326894,March,3,2006,False
2006-03-22,14.493316350315276,0.0,8.810803792326894,March,3,2006,False
2006-03-23,13.03457309002049,0.0,8.810803792326894,March,3,2006,False
2006-03-24,10.162505707279287,0.0,8.810803792326894,March,3,2006,False
2006-03-25,13.467651944687638,0.0,8.810803792326894,March,3,2006,False
2006-03-26,12.27847159303256,0.0,8.810803792326894,March,3,2006,False
2006-03-27,8.484836162187344,0.0,8.810803792326894,March,3,2006,False
2006-03-28,11.026226375557686,0.0,8.810803792326894,March,3,2006,False
2006-03-29,14.747987515801716,0.0,8.810803792326894,March,3,2006,False
2006-03-30,6.473889443615649,0.0,8.810803792326894,March,3,2006,False
2006-03-31,7.066147280133886,0.0,8.810803792326894,March,3,2006,False
2006-04-01,9.60932486194809,0.0,9.654334371675635,April,4,2006,False
2006-04-02,4.616824823847857,0.0,9.654334371675635,April,4,2006,False
2006-04-03,7.433986157550426,0.0,9.654334371675635,April,4,2006,False
2006-04-04,9.387673352263239,0.0,9.654334371675635,April,4,2006,False
2006-04-05,12.98344938115733,0.0,9.654334371675635,April,4,2006,False
2006-04-06,12.524432017011625,0.0,9.654334371675635,April,4,2006,False
2006-04-07,7.430775007741482,0.0,9.654334371675635,April,4,2006,False
2006-04-08,4.553537323923485,0.0,9.654334371675635,April,4,2006,False
2006-04-09,15.472965251774008,0.0,9.654334371675635,April,4,2006,False
2006-04-10,18.79648928198952,0.0,9.654334371675635,April,4,2006,False
2006-04-11,6.340426669301045,0.0,9.654334371675635,April,4,2006,False
2006-04-12,18.576066595152746,0.0,9.654334371675635,April,4,2006,False
2006-04-13,16.73653479832306,1.0,9.654334371675635,April,4,2006,False
2006-04-14,4.744960681505535,0.0,9.654334371675635,April,4,2006,False
2006-04-15,8.682994884083545,0.0,9.654334371675635,April,4,2006,False
2006-04-16,10.736620353499616,0.0,9.654334371675635,April,4,2006,False
2006-04-17,10.122916533203592,0.0,9.654334371675635,April,4,2006,False
2006-04-18,12.418813259808402,0.0,9.654334371675635,April,4,2006,False
2006-04-19,6.682289356403318,0.0,9.654334371675635,April,4,2006,False
2006-04-20,2.256363018837245,0.0,9.654334371675635,April,4,2006,False
2006-04-21,9.69934388140318,0.0,9.654334371675635,April,4,2006,False
2006-04-22,12.713918875603843,0.0,9.654334371675635,April,4,2006,False
2006-04-23,9.889125408322796,0.0,9.654334371675635,April,4,2006,False
2006-04-24,11.756040102559309,0.0,9.654334371675635,April,4,2006,False
2006-04-25,8.276805519843776,0.0,9.654334371675635,April,4,2006,False
2006-04-26,5.137871319038849,0.0,9.654334371675635,April,4,2006,False
2006-04-27,11.793914990987997,0.0,9.654334371675635,April,4,2006,False
2006-04-28,9.840499827175252,0.0,9.654334371675635,April,4,2006,False
2006-04-29,7.03229046010715,0.0,9.654334371675635,April,4,2006,False
2006-04-30,6.047127242614412,0.0,9.654334371675635,April,4,2006,False
2006-05-01,10.247996085691398,0.0,9.654334371675635,May,5,2006,True
2006-05-02,4.525550127924629,0.0,9.654334371675635,May,5,2006,True
2006-05-03,8.544148852311208,0.0,9.654334371675635,May,5,2006,True
2006-05-04,8.656439296278588,0.0,9.654334371675635,May,5,2006,True
2006-05-05,3.761472631639039,0.0,9.654334371675635,May,5,2006,True
2006-05-06,9.185522767526278,0.0,9.654334371675635,May,5,2006,True
2006-05-07,8.770830125990702,0.0,9.654334371675635,May,5,2006,True
2006-05-08,5.242922228958132,0.0,9.654334371675635,May,5,2006,True
2006-05-09,10.532562084879189,0.0,9.654334371675635,May,5,2006,True
2006-05-10,8.207256195523481,0.0,9.654334371675635,May,5,2006,True
2006-05-11,3.7751884351759113,0.0,9.654334371675635,May,5,2006,True
2006-05-12,7.514943143757201,0.0,9.654334371675635,May,5,2006,True
2006-05-13,7.755763587828675,0.0,9.654334371675635,May,5,2006,True
2006-05-14,3.617575723473301,0.0,9.654334371675635,May,5,2006,True
2006-05-15,8.701391908599096,0.0,9.654334371675635,May,5,2006,True
2006-05-16,9.226898002300985,0.0,9.654334371675635,May,5,2006,True
2006-05-17,4.533204725952557,0.0,9.654334371675635,May,5,2006,True
2006-05-18,10.680962793092753,0.0,9.654334371675635,May,5,2006,True
2006-05-19,10.562673142443819,0.0,9.654334371675635,May,5,2006,True
2006-05-20,7.610281992458971,0.0,9.654334371675635,May,5,2006,True
2006-05-21,8.32551917681254,0.0,9.654334371675635,May,5,2006,True
2006-05-22,10.330053744531106,1.0,9.654334371675635,May,5,2006,True
2006-05-23,10.886765253433712,0.0,9.654334371675635,May,5,2006,True
2006-05-24,10.326923222981005,0.0,9.654334371675635,May,5,2006,True
2006-05-25,11.998346138600777,0.0,9.654334371675635,May,5,2006,True
2006-05-26,6.578774910688469,0.0,9.654334371675635,May,5,2006,True
2006-05-27,10.771326102384938,0.0,9.654334371675635,May,5,2006,True
2006-05-28,13.042372395120168,0.0,9.654334371675635,May,5,2006,True
2006-05-29,4.605357941524963,0.0,9.654334371675635,May,5,2006,True
2006-05-30,10.389353947892577,0.0,9.654334371675635,May,5,2006,True
2006-05-31,10.62063498944438,0.0,9.654334371675635,May,5,2006,True
2006-06-01,4.4104158162947975,0.0,9.654334371675635,June,6,2006,True
2006-06-02,11.927354066081044,0.0,9.654334371675635,June,6,2006,True
2006-06-03,11.14649939044502,0.0,9.654334371675635,June,6,2006,True
2006-06-04,9.326950542367957,0.0,9.654334371675635,June,6,2006,True
2006-06-05,14.75473818010604,0.0,9.654334371675635,June,6,2006,True
2006-06-06,14.306361471156722,0.0,9.654334371675635,June,6,2006,True
2006-06-07,6.326550150347659,0.0,9.654334371675635,June,6,2006,True
2006-06-08,12.223927456273756,0.0,9.654334371675635,June,6,2006,True
2006-06-09,17.7144702300214,0.0,9.654334371675635,June,6,2006,True
2006-06-10,8.570813992557827,0.0,9.654334371675635,June,6,2006,True
2006-06-11,13.2213376474623,0.0,9.654334371675635,June,6,2006,True
2006-06-12,11.86163475192101,0.0,9.654334371675635,June,6,2006,True
2006-06-13,9.474827617058779,0.0,9.654334371675635,June,6,2006,True
2006-06-14,15.522044673357096,0.0,9.654334371675635,June,6,2006,True
2006-06-15,18.188816571546187,0.0,9.654334371675635,June,6,2006,True
2006-06-16,16.89477749373374,0.0,9.654334371675635,June,6,2006,True
2006-06-17,9.838950779235162,0.0,9.654334371675635,June,6,2006,True
2006-06-18,9.323301519518198,0.0,9.654334371675635,June,6,2006,True
2006-06-19,5.646532261579999,1.0,9.654334371675635,June,6,2006,True
2006-06-20,11.929230453345355,1.0,9.654334371675635,June,6,2006,True
2006-06-21,12.686016734396066,1.0,9.654334371675635,June,6,2006,True
2006-06-22,5.784237101345556,0.0,9.654334371675635,June,6,2006,True
2006-06-23,10.686635851659176,0.0,9.654334371675635,June,6,2006,True
2006-06-24,9.362467982685462,0.0,9.654334371675635,June,6,2006,True
2006-06-25,8.046313879107046,1.0,9.654334371675635,June,6,2006,True
2006-06-26,11.954578741902736,1.0,9.654334371675635,June,6,2006,True
2006-06-27,12.958212353803583,0.0,9.654334371675635,June,6,2006,True
2006-06-28,10.699677233913125,0.0,9.654334371675635,June,6,2006,True
2006-06-29,16.60587988289292,0.0,9.654334371675635,June,6,2006,True
2006-06-30,14.250718728428371,0.0,9.654334371675635,June,6,2006,True
2006-07-01,11.431128955379764,0.0,10.220897072805808,July,7,2006,True
2006-07-02,12.28145717355341,0.0,10.220897072805808,July,7,2006,True
2006-07-03,15.514826216622398,0.0,10.220897072805808,July,7,2006,True
2006-07-04,13.103387382645634,1.0,10.220897072805808,July,7,2006,True
2006-07-05,9.4572008675868,1.0,10.220897072805808,July,7,2006,True
2006-07-06,11.944870112932605,0.0,10.220897072805808,July,7,2006,True
2006-07-07,15.451706701297745,0.0,10.220897072805808,July,7,2006,True
2006-07-08,14.125477594798278,0.0,10.220897072805808,July,7,2006,True
2006-07-09,17.07246806342262,0.0,10.220897072805808,July,7,2006,True
2006-07-10,7.497836433510502,0.0,10.220897072805808,July,7,2006,True
2006-07-11,12.633025528400484,0.0,10.220897072805808,July,7,2006,True
2006-07-12,10.019863795905966,0.0,10.220897072805808,July,7,2006,True
2006-07-13,8.082570521196784,0.0,10.220897072805808,July,7,2006,True
2006-07-14,13.513885056832924,0.0,10.220897072805808,July,7,2006,True
2006-07-15,17.10940772563813,0.0,10.220897072805808,July,7,2006,True
2006-07-16,7.751539559895731,0.0,10.220897072805808,July,7,2006,True
2006-07-17,9.130722915579037,1.0,10.220897072805808,July,7,2006,True
2006-07-18,10.18529538364361,1.0,10.220897072805808,July,7,2006,True
2006-07-19,10.446995300522412,1.0,10.220897072805808,July,7,2006,True
2006-07-20,13.616146171958588,0.0,10.220897072805808,July,7,2006,True
2006-07-21,10.882001169052614,0.0,10.220897072805808,July,7,2006,True
2006-07-22,5.328468299892272,1.0,10.220897072805808,July,7,2006,True
2006-07-23,10.67512429310181,0.0,10.220897072805808,July,7,2006,True
2006-07-24,12.628552177505716,0.0,10.220897072805808,July,7,2006,True
2006-07-25,12.209819739787793,0.0,10.220897072805808,July,7,2006,True
2006-07-26,18.88538634437922,0.0,10.220897072805808,July,7,2006,True
2006-07-27,13.659667534338839,0.0,10.220897072805808,July,7,2006,True
2006-07-28,7.62851953959969,0.0,10.220897072805808,July,7,2006,True
2006-07-29,15.485561077591507,0.0,10.220897072805808,July,7,2006,True
2006-07-30,13.748820329879077,0.0,10.220897072805808,July,7,2006,True
2006-07-31,6.527791780247257,0.0,10.220897072805808,July,7,2006,True
2006-08-01,15.527978790887088,0.0,10.220897072805808,August,8,2006,True
2006-08-02,11.777811980518496,0.0,10.220897072805808,August,8,2006,True
2006-08-03,6.523887717195911,0.0,10.220897072805808,August,8,2006,True
2006-08-04,10.299379392147094,0.0,10.220897072805808,August,8,2006,True
2006-08-05,12.175311973823986,0.0,10.220897072805808,August,8,2006,True
2006-08-06,5.651166042056307,0.0,10.220897072805808,August,8,2006,True
2006-08-07,8.705982237890431,0.0,10.220897072805808,August,8,2006,True
2006-08-08,8.662615916078783,0.0,10.220897072805808,August,8,2006,True
2006-08-09,8.493469923220937,0.0,10.220897072805808,August,8,2006,True
2006-08-10,10.481783915822394,0.0,10.220897072805808,August,8,2006,True
2006-08-11,10.670126415720665,0.0,10.220897072805808,August,8,2006,True
2006-08-12,10.206009793613237,0.0,10.220897072805808,August,8,2006,True
2006-08-13,11.827004869376614,0.0,10.220897072805808,August,8,2006,True
2006-08-14,8.595909883645964,1.0,10.220897072805808,August,8,2006,True
2006-08-15,4.243096290715986,1.0,10.220897072805808,August,8,2006,True
2006-08-16,11.27200076112383,0.0,10.220897072805808,August,8,2006,True
2006-08-17,10.195937237760475,1.0,10.220897072805808,August,8,2006,True
2006-08-18,5.157831918889033,1.0,10.220897072805808,August,8,2006,True
2006-08-19,10.340441316485721,0.0,10.220897072805808,August,8,2006,True
2006-08-20,9.104543384692352,0.0,10.220897072805808,August,8,2006,True
2006-08-21,5.478526774579799,0.0,10.220897072805808,August,8,2006,True
2006-08-22,10.803757790565639,0.0,10.220897072805808,August,8,2006,True
2006-08-23,13.484715839001323,1.0,10.220897072805808,August,8,2006,True
2006-08-24,10.255383551539659,1.0,10.220897072805808,August,8,2006,True
2006-08-25,11.134441576273604,0.0,10.220897072805808,August,8,2006,True
2006-08-26,11.671756426476326,0.0,10.220897072805808,August,8,2006,True
2006-08-27,6.754079322616173,0.0,10.220897072805808,August,8,2006,True
2006-08-28,10.235784351998378,0.0,10.220897072805808,August,8,2006,True
2006-08-29,10.112081268030472,0.0,10.220897072805808,August,8,2006,True
2006-08-30,5.718951502877003,0.0,10.220897072805808,August,8,2006,True
2006-08-31,11.109059478817233,0.0,10.220897072805808,August,8,2006,True
2006-09-01,12.674214911539238,0.0,10.220897072805808,September,9,2006,True
2006-09-02,2.7426290457594047,0.0,10.220897072805808,September,9,2006,True
2006-09-03,8.292060322861712,0.0,10.220897072805808,September,9,2006,True
2006-09-04,9.292446538570376,0.0,10.220897072805808,September,9,2006,True
2006-09-05,5.177952975979112,0.0,10.220897072805808,September,9,2006,True
2006-09-06,13.546655114846791,1.0,10.220897072805808,September,9,2006,True
2006-09-07,14.456395395533391,1.0,10.220897072805808,September,9,2006,True
2006-09-08,7.604609816642127,1.0,10.220897072805808,September,9,2006,True
2006-09-09,13.70233472745401,0.0,10.220897072805808,September,9,2006,True
2006-09-10,13.506515993089085,0.0,10.220897072805808,September,9,2006,True
2006-09-11,2.07029753964468,0.0,10.220897072805808,September,9,2006,True
2006-09-12,9.114832968968996,0.0,10.220897072805808,September,9,2006,True
2006-09-13,10.77725476066346,1.0,10.220897072805808,September,9,2006,True
2006-09-14,7.341351676969648,1.0,10.220897072805808,September,9,2006,True
2006-09-15,11.590724332964138,0.0,10.220897072805808,September,9,2006,True
2006-09-16,10.02405459141087,0.0,10.220897072805808,September,9,2006,True
2006-09-17,1.9305843970069496,0.0,10.220897072805808,September,9,2006,True
2006-09-18,6.56644090864087,0.0,10.220897072805808,September,9,2006,True
2006-09-19,8.42175132484782,1.0,10.220897072805808,September,9,2006,True
2006-09-20,6.3085625351203625,0.0,10.220897072805808,September,9,2006,True
2006-09-21,8.682194484629917,0.0,10.220897072805808,September,9,2006,True
2006-09-22,6.346133421252819,0.0,10.220897072805808,September,9,2006,True
2006-09-23,1.7305848649292774,0.0,10.220897072805808,September,9,2006,True
2006-09-24,6.0645908405709665,0.0,10.220897072805808,September,9,2006,True
2006-09-25,6.993619474812392,0.0,10.220897072805808,September,9,2006,True
2006-09-26,4.011882239915175,0.0,10.220897072805808,September,9,2006,True
2006-09-27,7.254309460722208,0.0,10.220897072805808,September,9,2006,True
2006-09-28,7.023153553686423,0.0,10.220897072805808,September,9,2006,True
2006-09-29,4.16468532510429,0.0,10.220897072805808,September,9,2006,True
2006-09-30,8.459419133996168,0.0,10.220897072805808,September,9,2006,True
2006-10-01,8.575069038050207,0.0,8.186374103028731,October,10,2006,True
2006-10-02,7.452743366901311,0.0,8.186374103028731,October,10,2006,True
2006-10-03,13.295094019034732,0.0,8.186374103028731,October,10,2006,True
2006-10-04,9.747852278720217,0.0,8.186374103028731,October,10,2006,True
2006-10-05,6.8950739253620705,0.0,8.186374103028731,October,10,2006,True
2006-10-06,9.073032755512928,0.0,8.186374103028731,October,10,2006,True
2006-10-07,11.970247143271516,0.0,8.186374103028731,October,10,2006,True
2006-10-08,5.528010731440985,0.0,8.186374103028731,October,10,2006,True
2006-10-09,7.109917285586173,0.0,8.186374103028731,October,10,2006,True
2006-10-10,8.983001180688811,0.0,8.186374103028731,October,10,2006,True
2006-10-11,2.5457311435570125,0.0,8.186374103028731,October,10,2006,True
2006-10-12,5.428644951215056,0.0,8.186374103028731,October,10,2006,True
2006-10-13,6.006079702019251,0.0,8.186374103028731,October,10,2006,True
2006-10-14,3.5271231402300423,0.0,8.186374103028731,October,10,2006,True
2006-10-15,8.094740748417568,0.0,8.186374103028731,October,10,2006,True
2006-10-16,10.455181997707387,0.0,8.186374103028731,October,10,2006,True
2006-10-17,4.633390204279088,0.0,8.186374103028731,October,10,2006,True
2006-10-18,6.932404352888198,0.0,8.186374103028731,October,10,2006,True
2006-10-19,7.081633945806364,0.0,8.186374103028731,October,10,2006,True
2006-10-20,4.259790231182759,0.0,8.186374103028731,October,10,2006,True
2006-10-21,6.983868754279805,0.0,8.186374103028731,October,10,2006,True
2006-10-22,7.446025168303318,0.0,8.186374103028731,October,10,2006,True
2006-10-23,5.553192513483299,0.0,8.186374103028731,October,10,2006,True
2006-10-24,8.478457546950544,0.0,8.186374103028731,October,10,2006,True
2006-10-25,10.971163706910023,0.0,8.186374103028731,October,10,2006,True
2006-10-26,12.963807419349179,0.0,8.186374103028731,October,10,2006,True
2006-10-27,12.339566964315615,0.0,8.186374103028731,October,10,2006,True
2006-10-28,6.599858017873976,0.0,8.186374103028731,October,10,2006,True
2006-10-29,4.658168630230906,0.0,8.186374103028731,October,10,2006,True
2006-10-30,8.480691538004368,0.0,8.186374103028731,October,10,2006,True
2006-10-31,7.245087501303039,0.0,8.186374103028731,October,10,2006,True
2006-11-01,5.83595903182492,0.0,8.186374103028731,November,11,2006,False
2006-11-02,10.62109178375532,0.0,8.186374103028731,November,11,2006,False
2006-11-03,11.839753445745332,0.0,8.186374103028731,November,11,2006,False
2006-11-04,10.621632074549183,0.0,8.186374103028731,November,11,2006,False
2006-11-05,13.827427981205846,0.0,8.186374103028731,November,11,2006,False
2006-11-06,11.165438115860862,0.0,8.186374103028731,November,11,2006,False
2006-11-07,4.749981210755474,0.0,8.186374103028731,November,11,2006,False
2006-11-08,8.972318345085162,0.0,8.186374103028731,November,11,2006,False
2006-11-09,10.480014476465483,0.0,8.186374103028731,November,11,2006,False
2006-11-10,5.401245547665313,0.0,8.186374103028731,November,11,2006,False
2006-11-11,10.473663803923042,0.0,8.186374103028731,November,11,2006,False
2006-11-12,8.278007457639895,0.0,8.186374103028731,November,11,2006,False
2006-11-13,1.596332185879615,0.0,8.186374103028731,November,11,2006,False
2006-11-14,10.354069280668508,0.0,8.186374103028731,November,11,2006,False
2006-11-15,14.003085378646842,0.0,8.186374103028731,November,11,2006,False
2006-11-16,7.453800901667179,0.0,8.186374103028731,November,11,2006,False
2006-11-17,9.492444018983178,0.0,8.186374103028731,November,11,2006,False
2006-11-18,11.668489483803482,0.0,8.186374103028731,November,11,2006,False
2006-11-19,3.5542894113960295,0.0,8.186374103028731,November,11,2006,False
2006-11-20,13.692176282007795,0.0,8.186374103028731,November,11,2006,False
2006-11-21,12.562597790045814,0.0,8.186374103028731,November,11,2006,False
2006-11-22,9.620446943295777,0.0,8.186374103028731,November,11,2006,False
2006-11-23,13.150039627748747,0.0,8.186374103028731,November,11,2006,False
2006-11-24,7.0713115655134136,0.0,8.186374103028731,November,11,2006,False
2006-11-25,7.674916015783532,0.0,8.186374103028731,November,11,2006,False
2006-11-26,13.845853594000168,0.0,8.186374103028731,November,11,2006,False
2006-11-27,17.808758845074017,0.0,8.186374103028731,November,11,2006,False
2006-11-28,9.330378903015186,0.0,8.186374103028731,November,11,2006,False
2006-11-29,7.982479936178277,0.0,8.186374103028731,November,11,2006,False
2006-11-30,6.856862293945655,0.0,8.186374103028731,November,11,2006,False
2006-12-01,5.1625147777847,0.0,8.186374103028731,December,12,2006,False
2006-12-02,8.07822712210145,0.0,8.186374103028731,December,12,2006,False
2006-12-03,8.075483434697778,0.0,8.186374103028731,December,12,2006,False
2006-12-04,4.427953490268907,0.0,8.186374103028731,December,12,2006,False
2006-12-05,9.504691996799757,0.0,8.186374103028731,December,12,2006,False
2006-12-06,10.4518691063806,0.0,8.186374103028731,December,12,2006,False
2006-12-07,3.961776837531671,0.0,8.186374103028731,December,12,2006,False
2006-12-08,9.227172008276286,0.0,8.186374103028731,December,12,2006,False
2006-12-09,8.621362090768333,0.0,8.186374103028731,December,12,2006,False
2006-12-10,6.242883742527889,0.0,8.186374103028731,December,12,2006,False
2006-12-11,11.630253181549744,0.0,8.186374103028731,December,12,2006,False
2006-12-12,10.559792423933942,0.0,8.186374103028731,December,12,2006,False
2006-12-13,3.5595255134308132,0.0,8.186374103028731,December,12,2006,False
2006-12-14,7.603257518079789,0.0,8.186374103028731,December,12,2006,False
2006-12-15,9.059922172957327,0.0,8.186374103028731,December,12,2006,False
2006-12-16,3.7148366622215447,0.0,8.186374103028731,December,12,2006,False
2006-12-17,6.502725489251931,0.0,8.186374103028731,December,12,2006,False
2006-12-18,7.416301583937261,0.0,8.186374103028731,December,12,2006,False
2006-12-19,5.157585713840889,0.0,8.186374103028731,December,12,2006,False
2006-12-20,7.014727491076428,0.0,8.186374103028731,December,12,2006,False
2006-12-21,10.409732018802309,0.0,8.186374103028731,December,12,2006,False
2006-12-22,7.106032248108314,0.0,8.186374103028731,December,12,2006,False
2006-12-23,8.862042533992234,0.0,8.186374103028731,December,12,2006,False
2006-12-24,10.429512040780176,0.0,8.186374103028731,December,12,2006,False
2006-12-25,2.981702660672118,0.0,8.186374103028731,December,12,2006,False
2006-12-26,7.481840771290972,0.0,8.186374103028731,December,12,2006,False
2006-12-27,12.8957261204229,0.0,8.186374103028731,December,12,2006,False
2006-12-28,16.21724794552247,0.0,8.186374103028731,December,12,2006,False
2006-12-29,14.130530752822116,0.0,8.186374103028731,December,12,2006,False
2006-12-30,10.627966035764217,0.0,8.186374103028731,December,12,2006,False
2006-12-31,5.782589006105681,0.0,8.186374103028731,December,12,2006,False
2007-01-01,10.072455962647126,0.0,10.179146412093502,January,1,2007,False
2007-01-02,10.968785548006604,0.0,10.179146412093502,January,1,2007,False
2007-01-03,18.88481717582457,0.0,10.179146412093502,January,1,2007,False
2007-01-04,9.895077239627172,0.0,10.179146412093502,January,1,2007,False
2007-01-05,6.6062595013919925,0.0,10.179146412093502,January,1,2007,False
2007-01-06,4.2250382626186616,0.0,10.179146412093502,January,1,2007,False
2007-01-07,4.949737523126582,0.0,10.179146412093502,January,1,2007,False
2007-01-08,4.530018356393185,0.0,10.179146412093502,January,1,2007,False
2007-01-09,4.3851513017630825,0.0,10.179146412093502,January,1,2007,False
2007-01-10,7.79783253507161,0.0,10.179146412093502,January,1,2007,False
2007-01-11,9.654692539108428,0.0,10.179146412093502,January,1,2007,False
2007-01-12,4.053864986336953,0.0,10.179146412093502,January,1,2007,False
2007-01-13,6.332999620664566,0.0,10.179146412093502,January,1,2007,False
2007-01-14,8.680581341581325,0.0,10.179146412093502,January,1,2007,False
2007-01-15,8.196417461357159,0.0,10.179146412093502,January,1,2007,False
2007-01-16,11.428091521564903,0.0,10.179146412093502,January,1,2007,False
2007-01-17,12.386491982835501,0.0,10.179146412093502,January,1,2007,False
2007-01-18,6.669865048318066,0.0,10.179146412093502,January,1,2007,False
2007-01-19,18.342864611219998,0.0,10.179146412093502,January,1,2007,False
2007-01-20,18.477203385700257,0.0,10.179146412093502,January,1,2007,False
