OBJECTID,Distance to Kearny,Closest long,Closest lat
65001,2337.07091451554,-141.9284230387065,63.56145393908578
65002,2568.981478460705,-148.85612287864512,65.127119207416
65003,835.0182642301083,-112.82135858533965,47.72441877633024
65004,1097.295571903913,-120.05854638368358,40.90663730651593
65005,2851.0501794217607,-158.53578363677676,65.78930421941342
65006,826.3343303445887,-114.49498453186517,44.457179549516184
65007,2811.234564634101,-157.7455357795903,63.65501127089041
65008,897.19579483093,-115.8417708378278,44.857734782449334
65009,2420.708558287818,-144.36734006721645,64.1277008893836
65010,959.9179861271554,-115.86369335496269,47.680922022929174
65011,413.49968660735817,-98.60250087938367,34.71816027629665
65012,2737.303259050951,-154.69500618808172,65.33435819632047
65013,2818.5614251251054,-157.94697021733643,63.829403730579315
65014,395.554377748181,-106.18206403024013,42.854843560046014
65015,2690.9286811312363,-154.51710219867348,61.13304662056812
65016,968.8182685002913,-115.79091932881609,48.094306575907304
65017,1059.2871806635537,-118.87902313884753,46.02934230450177
65018,2548.4668538096457,-150.4361645273973,60.4888510491854
65019,2831.6473088792063,-157.57830121772736,66.51939061027882
65020,1430.4346660738495,-81.19836993054557,26.229514685331402
65021,721.9176528448935,-111.42956005001552,46.04991914041367
65022,950.4759830562579,-117.25454564025576,43.29010867934809
65023,2788.498065023803,-157.20062199357886,62.75426934931877
65024,2856.5187911733155,-159.3195672692344,62.99000221211414
65025,1088.0677678601921,-118.29514383123906,48.590269017568176
65026,2566.5872662566576,-149.3226918093073,64.27844252797999
65027,871.4882868936204,-114.72195711724514,46.20652809375746
65028,879.9712461149717,-115.26331833479642,45.447389461931195
65029,2882.3535647094227,-159.85069116646,64.90995862019439
65030,1230.1264988722332,-122.02273752580483,38.49987988210989
65031,2530.3037164497123,-146.0727550471257,66.73154341951893
65032,911.0890089247875,-115.4827727652488,46.43454688826552
65033,971.1115794289155,-116.04679732342525,47.801839180314516
65034,808.0751824012605,-94.19283519458581,29.682824097580966
65035,1284.4978698673442,-123.74805401972914,41.47660888944335
65036,951.4616398937641,-114.83478378705419,48.76431650318072
65037,1155.9757838590663,-120.23656095152141,47.91501077936307
65038,2555.2558027159735,-148.86528739975776,64.38645115462467
65039,2551.2210736043885,-150.0563833383426,61.79862445206796
65040,884.8245041958602,-115.75780148999081,39.59704537990932
65041,873.2190608704277,-115.11082133181397,45.46610873561703
65042,1214.6425966744382,-121.20793389533924,48.663009779120756
65043,1144.1205796068107,-120.93673099937115,44.89687299981885
65044,1094.0720291043235,-118.50248323364345,36.255727045325
65045,909.550151473473,-116.44598455055765,43.24181972931085
65046,2865.1052853011442,-159.05472594391006,65.71587838378477
65047,1151.883401264709,-120.93847567724829,45.672187874713714
65048,2744.405119124622,-156.32928177826227,58.872726455293865
65049,887.2257026982943,-115.0135377042353,46.31671270420926
65050,908.6483131719459,-115.68789807379643,45.899681395917746
65051,1069.7518885719007,-118.58262399724698,37.454455762534565
65052,2828.2434512527393,-158.07234642971386,64.64720993847706
65053,916.1378862933743,-115.73461381726355,46.15302543981272
65054,787.763861837385,-113.24086941346954,45.50652976090057
65055,1025.0560577436927,-116.5451716221832,48.91646734373493
65056,1116.057548807969,-119.45971382958088,47.6557601796235
65057,2465.0366677757556,-143.41341723895974,66.7971500285554
65058,811.0291127849085,-93.88902353398836,29.729785307484
65059,2508.3825366402284,-144.664089391043,67.23703785438654
65060,2837.238744935875,-158.83335283895275,61.95572635247804
65061,887.5031310183068,-115.91249875129505,43.81150083993917
65062,934.830013158628,-114.52809390907461,34.857792980473164
65063,2799.3698682898666,-157.01692016534574,64.89288533105714
65064,2755.2144322882236,-155.4272268917731,65.08015963512791
65065,2603.913883958612,-150.94715172201654,63.60772762845268
65066,643.2418399524456,-108.09713048731918,47.39109061201999
65067,460.7136043778749,-106.05053764923764,44.98089462941728
