OBJECTID,Distance to Kearny,Closest long,Closest lat
130001,1277.5711281650297,-123.73980099943935,43.900331000829766
130002,1308.090221231684,-124.28971899920646,42.19916999987879
130003,1271.1542891245117,-123.59137960035886,44.29348819994399
130004,1232.3974894993942,-122.84892200046602,43.47494199967968
130005,1275.3485888556302,-123.70231619972874,43.597167199221026
130006,1266.7372573841983,-123.52850079996985,43.06447499996179
130007,1219.2275443872427,-122.56139340013038,42.29436099993632
130008,1220.1601697662759,-122.48401899966241,44.97766700028135
130009,1215.3492749783654,-122.43700200120568,44.57044800074782
130010,1259.7942804647398,-123.38209600013847,43.936137000379986
130011,1245.4210016496195,-123.10825790456106,43.45324098957124
130012,1222.9700483326335,-122.65852399997351,42.79847899913266
130013,1278.0688629693364,-123.71415500011972,44.52898020095754
130014,1274.705256045637,-123.67840220007362,42.83909380065423
130015,1227.865819088142,-122.68661800067801,44.61478799903601
130016,1235.9693322957,-122.87667200012952,42.13602400008792
130017,1259.8001258957395,-123.34627599864423,42.19327400012012
130018,1248.6998249631745,-123.17020899936581,43.63806400024917
130019,1257.4345162253658,-123.34207400066109,43.73315079987063
130020,1236.7794523711368,-122.93788699953637,43.26138499946557
130021,1219.3191408594607,-122.54478704202967,42.04522699982682
130022,1235.887146144287,-122.91912499967628,43.42134900120914
130023,1269.9425832422708,-123.59253699950257,43.70895900070323
130024,1247.3621765045393,-123.1375670009185,42.772958000759296
130025,1267.129906190257,-123.54001199959019,43.35385400009669
130026,1254.419652995841,-123.27799599939914,42.8139499995809
130027,1256.2084388355315,-123.3181510007435,43.71270400036116
130028,1307.0463409713277,-124.26990999929914,42.2054070007071
130029,1229.5738148079654,-122.79123300077792,43.54563199938704
130030,1271.9974942326699,-123.58607300059002,42.21323299896886
130031,1258.2133861131674,-123.34933199900834,42.73295920041524
130032,1212.81761537901,-122.41993400004215,42.06714299958094
130033,1225.0853975868438,-122.6743971878304,44.12017826073171
130034,1263.8496841607991,-123.46901980029281,43.77735600071531
130035,1288.4722407194988,-123.8124748004255,45.51726199957517
130036,1280.1778075839325,-123.78124500002723,42.7331789992207
130037,1267.5906249775655,-123.54918619929039,43.366232000788855
130038,1275.0126717775338,-123.65559240040766,44.48621379982782
130039,1246.5138514252387,-123.12927678656146,43.088053577579245
130040,1277.720352796194,-123.74157411251642,42.93665041699122
130041,1209.7421300721755,-122.23006240091244,45.23386739988546
130042,1207.6190440412918,-122.22712799956797,44.97544000108068
130043,1264.976247164294,-123.49302479945695,43.03580419991039
130044,1265.5124862031755,-123.49690599919973,43.93256200091221
130045,1261.110838044897,-123.41885888364529,43.57709990806243
130046,1281.7919194276528,-123.82480900060722,43.0238489998558
130047,1224.6338110703616,-122.61339600050721,44.681508999130706
130048,1272.3973672812604,-123.59294199984497,42.20208899988221
130049,1261.283907620268,-123.42125999935321,43.6361750002099
130050,1233.6960647462215,-122.8350720008644,42.170772000515406
130051,1275.516576595273,-123.70523299987404,43.629494000045725
130052,1272.915189253747,-123.65423799972898,43.56115600049065
130053,1246.1679108488358,-123.12309699984154,43.45432300009
130054,1277.9271440696712,-123.75325799959278,43.632947999245445
130055,1281.2806843892292,-123.79966599971519,42.67121600050392
130056,1248.5178906670176,-123.16004299964041,42.76626699992362
130057,1198.9305267259542,-122.16241700022516,42.2540829996586
130058,1271.0393663746638,-123.56738500056417,42.213495000526024
130059,1237.7089480954396,-122.9540020008081,43.00803400000609
