OBJECTID,Distance to Kearny,Closest long,Closest lat
110001,1250.192087781344,-123.18337473849404,44.05733693513014
110002,526.6927136637652,-108.46721675559736,38.348994067800355
110003,1246.41781091576,-81.8256781152713,29.40279471881548
110004,537.4510217767175,-93.10311606126979,34.523134604873135
110005,795.9520653146908,-113.34018137577564,45.66072337620267
110006,1175.8527680021768,-121.32866189616045,39.69761105882298
110007,971.3398886773842,-115.50193428667058,48.558456826421896
110008,462.91321867332,-107.17494025553134,38.300575937117934
110009,743.5868106509675,-109.8093632024201,34.11803113336088
110010,789.4609500412055,-112.75201462093253,46.39757110934165
110011,890.7476955302672,-82.30305138715067,39.560499634185064
110012,1150.9574473975067,-120.52829056939589,38.540442749988415
110013,935.3485942756585,-82.93043869831085,35.940824070621865
110014,1137.7915969396995,-120.8086382666304,40.72604452459167
110015,1172.6769915267892,-121.66900136111573,42.79849233423152
110016,611.4783785188486,-88.47394234352785,37.482788551165235
110017,802.4673202527058,-84.99344943725988,46.20852905165002
110018,1163.0289872405733,-121.3597026080623,41.16888889901981
110019,593.777222333218,-109.56411763568472,37.89540639764341
110020,1162.3735305455011,-120.39536662194531,47.88435701391771
110021,369.6658117234615,-101.5455678821291,35.70618650315367
110022,909.378935597546,-85.7365513482719,32.98708015456643
110023,938.3368456409785,-115.34244031104879,47.70005811573804
110024,987.4649803858424,-117.6550906975874,45.09000419925752
110025,495.6601657269801,-107.09723538315544,37.165210615171816
110026,741.7524771215683,-109.83067739962411,34.17959768969743
110027,885.7590484156448,-115.8800746398283,43.79730872067031
110028,604.547853828686,-88.58785879815895,37.525980251708965
110029,867.7735100941793,-85.20763467945908,34.60469509874026
110030,608.6580607380542,-88.41894804517425,37.68212024002841
110031,354.6530743403392,-103.9287396085984,44.38643246320965
110032,868.7255704119304,-85.21350383873558,34.57197823956752
110033,632.9775945023358,-108.12273420712276,34.95876146262651
110034,1015.116912714882,-118.42926119284091,44.17050372613671
110035,1119.3922526604674,-120.18170798213565,39.41634704790855
110036,500.6206953005732,-106.50504265012233,45.507517073961196
110037,337.8310318525662,-105.10586809597692,39.128117722901656
110038,611.8592208004823,-109.80826338945668,37.6795942506918
110039,993.3947336069045,-83.23395561648132,33.78262307711642
110040,997.241146673577,-83.23114463239274,33.68492870813467
110041,970.0917366986457,-115.14237815061942,48.95215710082513
110042,1250.9323994910408,-123.17490822531259,42.21500422347602
110043,401.15221445651406,-106.6702846976416,41.684117706184146
110044,743.1952846878183,-111.73773384237815,46.31045575783225
110045,1055.0390075160183,-79.59584329759566,38.152188572262666
110046,485.200544642724,-107.36481138042652,44.14088068066359
110047,845.7111148993512,-114.22248505625822,46.069463105695334
110048,1173.7280572275415,-121.62014374373256,44.321068361902746
110049,1308.5839644069688,-124.00663700468102,40.307342437837214
110050,486.9595211564295,-92.32664094426617,36.05213635117746
110051,483.0005865986931,-92.84857976243386,35.71202895671382
110052,1164.668005844555,-121.47770876446626,43.881930924887406
110053,917.5034929612683,-115.1414041014293,47.270258189027366
110054,1153.1135376663942,-120.73336009559593,39.08117493173107
110055,922.5082580096823,-116.71742575929933,43.11911165283546
110056,967.0661170074951,-115.22805609359203,48.76339965536166
110057,1118.146559187397,-120.16189432057955,39.431606376212265
110058,1167.1571971458666,-121.5268453450205,43.89246115979792
110059,1157.5377823623949,-120.58982444624566,47.175990307727275
110060,525.7015547201524,-108.6337351825104,38.76553773922762
110061,480.23034878869237,-106.93258213256124,44.558046573142
110062,1127.8327253542564,-120.66220334917047,44.530093130962996
110063,840.9292834351145,-114.2490893354757,45.81591073754843
110064,983.1989703570996,-83.8591499784756,33.28206614488553
110065,888.8526022146996,-84.70890180527134,34.68199884880394
110066,337.9083543184898,-105.09963294549387,39.11213619863417
110067,890.1261560147757,-115.93548634787315,43.957475047183145
110068,1170.1652163655776,-121.5461557981039,44.338290477305854
110069,1168.3546198808867,-121.41335866922168,40.83599292771744
110070,1182.5954715412868,-121.8647374986978,42.836588618344265
110071,875.6628281765137,-114.40140774643443,46.91497224693003
110072,978.7133295154065,-87.12737758257317,30.36660680391341
110073,1051.5765139721157,-117.5952021998167,48.335357560670225
110074,1173.3882956150248,-121.38439346165767,40.15447317774668
110075,462.92223859587625,-107.18564624189614,38.319726300723076
110076,1243.0634796457487,-123.02570913573756,42.27440473178221
110077,1117.78623374686,-120.15225496190028,39.4208289653792
110078,1009.4878847383854,-118.11831909347528,45.07297635578723
110079,715.9264851199579,-111.85364080048652,37.674823490115564
110080,439.0369767258772,-106.77160137995895,38.43841117916278
110081,884.735454091486,-114.56671505737069,46.9838177091906
110082,995.6390497672892,-83.18339884454235,33.78761751286237
110083,932.3430688295595,-115.63462073021552,47.02442527413429
110084,464.5593202006556,-91.27329393759481,37.78254545476191
110085,720.2671432674539,-111.18048658014735,46.33259352105208
110086,952.4944813764135,-82.47746678927284,36.14340267484496
110087,999.8896303889095,-83.23739917798864,33.607896843274084
110088,954.6356998860682,-83.29659612171875,34.76914918931309
110089,1260.6653240466778,-123.35687711071526,42.11927593472324
110090,507.22955818822504,-97.78560116761201,33.41972250013182
110091,1100.262368648081,-116.43060075605837,32.87545381750648
110092,488.0681665348275,-103.51172570367827,47.00600751959467
110093,1163.2910246596753,-120.4000257830589,47.918735411649955
110094,1179.0512801990762,-121.79296649675186,43.29274591679257
110095,1172.990333562493,-121.59963895348822,44.371730437930616
110096,1176.896012586614,-121.44283489762338,40.113346517791896
110097,965.5065986342361,-115.12868633101402,48.83419315277447
110098,1116.7985189598785,-120.54130559092305,41.91872116856297
110099,1306.797323913485,-123.98292127080362,40.356927998385856
110100,1001.5159878079083,-118.04766289144554,44.69289441229412
110101,453.0157787580298,-93.71210127044593,35.680417779130764
110102,899.7274175167582,-83.85254134973556,35.59150096653996
110103,937.6834036289696,-115.59471811982428,47.292815063642855
110104,847.4279389371272,-83.69175668483186,37.83555440115625
110105,1234.7841147006795,-122.67852351942668,40.764968480694286
110106,1192.3414983738562,-122.05524434933916,42.76854117498478
110107,1152.3589237373278,-121.23166570047435,43.87138146851013
110108,948.5727962490314,-82.53396166577969,36.18019226515045
110109,934.9315534631744,-115.29868304480708,47.646732709997124
110110,742.7663983287002,-86.06201074762889,37.13124349241897
110111,356.5089824540168,-105.36439229681442,38.9015115152214
110112,1265.574744566515,-122.94489674566064,39.325135410481906
110113,1262.5244769851736,-81.7344088960781,29.14736999038792
110114,651.7714937953767,-109.09743112436321,46.75397261218051
110115,834.3142752481583,-84.52600849351226,36.639022254701025
110116,1116.987265018956,-120.50358341165796,44.053716783139855
110117,1242.111891555266,-123.0034807139125,42.225169245144855
110118,909.7558141640927,-114.91328150835905,47.34241174626348
110119,597.8367994735465,-88.7481472253642,37.481399066022064
110120,786.0532118232504,-87.29582537463267,34.21985359339702
110121,1185.6928676398582,-121.81187510246723,41.28252959452001
110122,1095.3486185082684,-118.32639152638595,35.868589946718764
110123,1225.040188098573,-122.69389316359664,42.64701231871429
110124,1131.1494185645647,-120.83100313230361,43.533295985552726
110125,340.68041385002505,-105.57531642253359,40.94744948466045
110126,485.17314962166296,-103.55445903689831,46.94215584244211
110127,987.3874403731118,-83.85059002520595,33.18828039409276
110128,1162.2810126849965,-121.34099301071461,41.137130106288865
110129,1183.2187637880975,-121.87681377848806,42.823694819006136
110130,1250.556948275432,-123.18502186002209,42.46534807696364
110131,731.4952111803952,-109.45148355732493,34.044956166635565
