OBJECTID,Distance to Kearny,Closest long,Closest lat
90001,793.2454784871197,-111.10913406860446,34.307069179618
90002,823.9856961608981,-84.57548231881323,36.92343533029959
90003,1168.8598941387113,-120.73928182172114,47.42762142941974
90004,703.6648076410171,-112.50244982720974,40.778191702400754
90005,841.7791353504098,-84.32693986851827,36.73449002195588
90006,833.861342232966,-113.87761131236367,37.10863797944693
90007,1055.039007450819,-79.59584329878712,38.15218857240899
90008,1050.2353087473048,-79.73727977187464,38.014634345547776
90009,639.6250290744057,-107.94701131875297,47.42376262765218
90010,1061.0713214451284,-79.51786305471522,38.04917331808641
90011,345.5351498253847,-99.95633357906857,35.73952453307367
90012,775.1527480820548,-112.41554198128007,36.550959050462055
90013,783.2128068497861,-112.2237968450434,35.990931986703366
90014,498.20597960540937,-107.87424528540092,43.78422716499957
90015,574.8880135750626,-89.32615535698667,37.295660116445376
90016,569.1878753753655,-109.14589049635927,44.256854173229364
90017,867.5209460955589,-83.6753031491729,37.020697549153546
90018,832.1997957554371,-112.02330023993139,34.38465500070011
90019,834.9034951322756,-84.13960367376076,37.371332019492705
90020,885.6127830599972,-88.93728733082979,30.845639710530072
90021,831.5643205265898,-84.23273837693642,37.31171780216373
90022,877.7773984402783,-83.47278690574781,37.02660485485882
90023,822.3046413910932,-111.814921681603,34.38972401977669
90024,450.5722647741043,-93.2214285737278,36.07218014496134
90025,834.5140397115803,-84.1877847707132,37.28589026166843
90026,504.74802602979616,-107.9374476720372,43.92063177273394
90027,871.8241069091074,-83.4952170589927,37.21914233767659
90028,674.1506997463381,-111.872253359958,40.23525648810202
90029,865.2439514658191,-89.0778152697966,31.12512073727019
90030,510.29380404461915,-108.06790001771527,43.903599193038346
90031,609.5912323967456,-88.414435706874,37.65632881242384
90032,724.3997488883444,-112.90302226279243,40.82506251637465
90033,770.7170356649514,-111.86442374772791,35.83785295010484
90034,831.828166960896,-84.48100879780408,36.81145688391847
90035,501.52895648917377,-108.10410769467053,43.48065160125825
90036,765.7596774914142,-113.20725128083596,38.624989188059665
