OBJECTID,Distance to Kearny,Closest long,Closest lat
86028,987.0985637865839,-117.3194895544878,46.05768089447705
86029,824.3061849825896,-113.9266893936112,45.731956622799466
86030,849.1681811133751,-113.67571269083285,47.07477946910026
86031,873.802039704771,-110.34592610876328,31.871264758860132
86032,891.5553672783689,-110.76188667343874,31.85071544715255
86033,895.1675759939542,-110.78072187547389,31.793711369338904
86034,994.6557680287871,-116.88867392923277,47.31429129405788
86035,822.0392978546265,-109.3775415387076,32.13953620814081
86036,852.0268013556619,-109.38141520361272,31.571213595967045
86037,842.4475044712691,-109.0312511308695,31.507399127571592
86038,1018.0202983786336,-116.58011995190589,48.64235670024277
86039,894.0205498592684,-110.72671330031434,31.773078045261155
86040,826.4681239897593,-109.12197991164425,31.869215802319843
86041,894.9483273221258,-110.7266255618489,31.754531308287508
86042,1032.3597522289292,-116.99082374052172,48.5533843528226
86043,1036.6335762498081,-117.02083045611475,48.656583012139855
86044,297.1891593426238,-103.4770669422965,43.50174330337358
86045,892.9143307446551,-114.79006167915142,46.92854403147393
86046,1036.5426225131043,-117.03384739351928,48.63519491439802
86047,837.2657259167765,-113.73547658162784,46.574979057234785
86048,837.7174271930002,-113.6770398642423,46.68167035327051
86049,300.9576232094553,-103.5640053530176,43.51016358984576
86050,865.4211096515494,-114.12109757773844,46.98053955715416
86051,608.0299119046213,-89.84200356069627,46.41075210551871
86052,652.9285498148344,-88.6571305245565,46.37423969021205
86053,653.3929866253567,-88.8700635017016,46.604275690595436
86054,653.2589288125807,-88.88193158136018,46.6125943354102
86055,651.7433415452715,-88.9319269799045,46.62346687157811
86056,610.566346788813,-89.74193772913681,46.37957371273642
86057,611.3403034180386,-89.72659190165774,46.384064813314744
86058,609.8671223613468,-89.75858680208486,46.3781087866419
86059,520.8233001038482,-106.43156932043188,35.850634607038955
86060,638.7825647479999,-88.74809819983989,46.09230666841063
86061,644.1572611012159,-88.69217987639401,46.1768230201053
86062,653.7262596262975,-88.6445007526855,46.38197874434691
86063,652.4192349072335,-88.9185649567794,46.627390631424326
