OBJECTID,Distance to Kearny,Closest long,Closest lat
45001,903.4484950483709,-116.36955677994021,41.23328022047986
45002,926.5264103105887,-116.81990674086502,42.866506749469515
45003,1285.440417134751,-123.81689690010326,41.889638480941706
45004,1028.8439597367378,-118.82534689151959,43.09965248036497
45005,916.0195132317306,-97.2644299344051,27.49724691580871
45006,1087.8336808035308,-119.45927139963221,38.97385031963492
45007,807.0811281691323,-113.78223245004634,38.04437495895717
45008,499.3730367415771,-105.69223783492053,35.67502111125415
45009,1173.260629074148,-121.01668716208609,38.74227244745951
45010,828.8503405683111,-111.18101785317884,33.55471823458918
45011,1243.687995614532,-122.33488626341916,38.668231287059236
45012,1142.6266693083269,-118.25804618528811,34.197569462377395
45013,1111.3830736988086,-116.52718842399247,32.709233573684315
45014,322.4142599507123,-103.16961531457717,37.28366724982242
45015,499.46524475573,-91.31153936218065,36.77103843014721
45016,1177.1975368413125,-121.00120821262018,38.45821203699943
45017,452.2477618354053,-93.18922876644073,36.063379544595406
45018,335.1109784953889,-104.03628740810679,43.87337563547785
45019,654.5859389641929,-111.22023352755753,39.0529911455999
45020,651.3402953884971,-111.20972662616828,39.22201687241782
45021,852.4249485147269,-115.394424930202,42.42069610941804
45022,329.6694328217942,-103.4049243011366,44.24957155649997
45023,2931.8332814373193,-161.73478548988902,62.13551913389341
45024,916.5671226342431,-116.34246469834949,44.51668723039146
45025,523.6606300223826,-108.97623262266973,40.05774924581235
45026,2647.5735082409633,-153.77281312346975,56.876029141354145
45027,1088.5131528472982,-119.44044181947511,46.218133279693554
45028,1110.6726685160033,-119.88961496302285,38.95811622906937
45029,873.8330766995037,-115.66710187350043,40.17167477131045
45030,524.6663795639781,-108.19509072406568,37.909681476913654
45031,1139.3654057508177,-120.2343459955224,38.3192987979691
45032,1181.030226482269,-121.17601782781246,38.77928323510705
45033,488.20381923262556,-108.36921169411198,40.53398999187515
45034,452.59784004876315,-107.10220653005045,38.55249919073827
45035,1454.3936512929718,-81.11296878581875,25.835279968751173
45036,1192.969997550554,-121.8577002422962,40.665467687911296
45037,721.2288149176579,-108.6531628551033,33.56561243420848
45038,2809.7880602858995,-157.65382673847623,63.850416782263
45039,894.4736677403791,-116.11217289016882,43.47662770970562
45040,511.0330466407755,-107.746896735256,37.62747489085864
45041,1104.9241721815952,-117.57144938232757,34.29615893018642
45042,954.4575143687738,-116.62765885002369,46.02390231054537
45043,316.3841811391815,-102.88210690340166,37.20266677360899
45044,1141.6487539369166,-120.45843845799537,38.8866397969547
45045,1100.9313492869449,-119.59124978703858,38.58915939414826
45046,2738.568633209959,-153.9673570438653,66.83840416875874
45047,868.28300420858,-115.67704803001828,42.79826027911688
45048,2661.0995535769207,-154.1262158901215,57.03372080012447
45049,987.298538713652,-117.94218928047904,40.870568219609154
45050,911.5584092595113,-116.4747355492831,43.32957463055471
45051,959.1773448650143,-117.41328142034187,43.417121978805866
